precision,word,speaker_id,distance,type,spk1,spk2
float64,hier,AG,0.102864298875039,intra,,
float64,hier,AG,0.15573163387931066,intra,,
float64,hier,AG,0.1419675914991556,intra,,
float64,hier,AG,0.11822063056973586,intra,,
float64,j'en chie,AG,0.25292607636283326,intra,,
float64,j'en chie,AG,0.05950799683040697,intra,,
float64,j'en chie,AG,0.08080150825891697,intra,,
float64,j'en chie,AG,0.06141942037184711,intra,,
float64,j'en chie,AG,0.06969927724005998,intra,,
float64,j'en chie,AG,0.3507488968552325,intra,,
float64,j'en chie,AG,0.4203991936144381,intra,,
float64,j'en chie,AG,0.39511555507769425,intra,,
float64,j'en chie,AG,0.3738177747066226,intra,,
float64,j'en chie,AG,0.024845453656819116,intra,,
float64,j'en chie,AG,0.024327575568747317,intra,,
float64,j'en chie,AG,0.028468268954933262,intra,,
float64,j'en chie,AG,0.017757964807090798,intra,,
float64,j'en chie,AG,0.024794067578025936,intra,,
float64,j'en chie,AG,0.017388734447104648,intra,,
float64,juxtaposer,AG,0.0899196202398228,intra,,
float64,juxtaposer,AG,0.09365783667424354,intra,,
float64,juxtaposer,AG,0.07305800600635137,intra,,
float64,juxtaposer,AG,0.08946187217895818,intra,,
float64,juxtaposer,AG,0.11738092420561552,intra,,
float64,juxtaposer,AG,0.05502972409261231,intra,,
float64,juxtaposer,AG,0.025643663254471538,intra,,
float64,juxtaposer,AG,0.03376232398885137,intra,,
float64,juxtaposer,AG,0.12637050173998055,intra,,
float64,juxtaposer,AG,0.0475084358515635,intra,,
float64,juxtaposer,AG,0.04238200271412684,intra,,
float64,juxtaposer,AG,0.1505358097953582,intra,,
float64,juxtaposer,AG,0.031831474127312354,intra,,
float64,juxtaposer,AG,0.11579139217647971,intra,,
float64,juxtaposer,AG,0.1432823673818494,intra,,
float64,louche,AG,0.17132613294354881,intra,,
float64,louche,AG,0.23514184307990627,intra,,
float64,louche,AG,0.1841379082862984,intra,,
float64,louche,AG,0.27177704696433136,intra,,
float64,louche,AG,0.21448863295093246,intra,,
float64,louche,AG,0.23623450957403647,intra,,
float64,louche,AG,0.15468568520227022,intra,,
float64,louche,AG,0.2521204517578667,intra,,
float64,louche,AG,0.22291262329774408,intra,,
float64,louche,AG,0.2980625301981692,intra,,
